lote_composto,Grandeza,Idade,Data,Referencia_kwh,Consumo_automatico_kwh,Relacao_auto,Consumo_manual_kwh,Relacao_manual,Mortalidade_un,Mortalidade_percent,Referencia_percent,Relacao_mortalidade,Referencia_kg,Consumo_automatico_kg,Consumo_manual_kg,GMD_automatico_g,GMD_manual_g
1283_19,GMD,0,2025-08-20T03:00:00,,,,,,,,,,,,,,
1283_19,GMD,1,2025-08-21T03:00:00,,,,,,,,,,,,,25.01684935994858,
1283_19,GMD,2,2025-08-22T03:00:00,,,,,,,,,,,,,19.75168466932528,
1283_19,GMD,3,2025-08-23T03:00:00,,,,,,,,,,,,,19.262479169788783,
1283_19,GMD,4,2025-08-24T03:00:00,,,,,,,,,,,,,20.278125948331144,
1283_19,GMD,5,2025-08-25T03:00:00,,,,,,,,,,,,,20.492309727152342,
1283_19,GMD,6,2025-08-26T03:00:00,,,,,,,,,,,,,21.33396632824421,
1283_19,GMD,7,2025-08-27T03:00:00,,,,,,,,,,,,,22.634932331764094,
1283_19,GMD,8,2025-08-28T03:00:00,,,,,,,,,,,,,23.3218622378685,
1283_19,GMD,9,2025-08-29T03:00:00,,,,,,,,,,,,,25.09644306651854,
1283_19,GMD,10,2025-08-30T03:00:00,,,,,,,,,,,,,27.415005209897977,
1283_19,GMD,11,2025-08-31T03:00:00,,,,,,,,,,,,,29.04659767327225,
1283_19,GMD,12,2025-09-01T03:00:00,,,,,,,,,,,,,30.06272157387659,
1283_19,GMD,13,2025-09-02T03:00:00,,,,,,,,,,,,,31.25670039159472,
1283_19,GMD,14,2025-09-03T03:00:00,,,,,,,,,,,,,33.98690591754964,
1283_19,GMD,15,2025-09-04T03:00:00,,,,,,,,,,,,,36.017429387372154,
1283_19,GMD,16,2025-09-05T03:00:00,,,,,,,,,,,,,38.48403948300505,
1283_19,GMD,17,2025-09-06T03:00:00,,,,,,,,,,,,,39.35795875118512,
1283_19,GMD,18,2025-09-07T03:00:00,,,,,,,,,,,,,41.54486192796939,
1283_19,GMD,19,2025-09-08T03:00:00,,,,,,,,,,,,,43.464415449382834,
1283_19,GMD,20,2025-09-09T03:00:00,,,,,,,,,,,,,45.83091396450888,
1283_19,GMD,21,2025-09-10T03:00:00,,,,,,,,,,,,,47.35820604219664,
1283_19,GMD,22,2025-09-11T03:00:00,,,,,,,,,,,,,49.16737525720894,
1283_19,GMD,23,2025-09-12T03:00:00,,,,,,,,,,,,,50.59668613255617,
1283_19,GMD,24,2025-09-13T03:00:00,,,,,,,,,,,,,50.76334604573629,
1283_19,GMD,25,2025-09-14T03:00:00,,,,,,,,,,,,,52.107717115842,
1283_19,GMD,26,2025-09-15T03:00:00,,,,,,,,,,,,,53.24213638800973,
1283_19,GMD,27,2025-09-16T03:00:00,,,,,,,,,,,,,53.95891608353014,
1283_19,GMD,28,2025-09-17T03:00:00,,,,,,,,,,,,,55.06862673256344,
1283_19,GMD,29,2025-09-18T03:00:00,,,,,,,,,,,,,55.29850804160897,
1283_19,GMD,30,2025-09-19T03:00:00,,,,,,,,,,,,,55.12308017831262,
1283_19,GMD,31,2025-09-20T03:00:00,,,,,,,,,,,,,54.88771887625715,
1283_19,GMD,32,2025-09-21T03:00:00,,,,,,,,,,,,,57.40027364732302,
1283_19,GMD,33,2025-09-22T03:00:00,,,,,,,,,,,,,59.980159600351165,
1283_19,GMD,34,2025-09-23T03:00:00,,,,,,,,,,,,,60.54846455616958,
1283_19,GMD,35,2025-09-24T03:00:00,,,,,,,,,,,,,62.06912870026312,
1283_19,GMD,36,2025-09-25T03:00:00,,,,,,,,,,,,,62.437453925180776,
1283_19,GMD,37,2025-09-26T03:00:00,,,,,,,,,,,,,63.88986419330025,
1283_19,GMD,38,2025-09-27T03:00:00,,,,,,,,,,,,,64.49569677584523,
1283_19,GMD,39,2025-09-28T03:00:00,,,,,,,,,,,,,66.47759618153717,
1283_19,GMD,40,2025-09-29T03:00:00,,,,,,,,,,,,,66.23176703588774,
1283_19,GMD,41,2025-09-30T03:00:00,,,,,,,,,,,,,66.3930086111621,
1283_19,GMD,42,2025-10-01T03:00:00,,,,,,,,,,,,,,
1282_19,GMD,0,2025-08-20T03:00:00,,,,,,,,,,,,,,
1282_19,GMD,1,2025-08-21T03:00:00,,,,,,,,,,,,,,
1282_19,GMD,2,2025-08-22T03:00:00,,,,,,,,,,,,,,
1282_19,GMD,3,2025-08-23T03:00:00,,,,,,,,,,,,,18.66744383176168,
1282_19,GMD,4,2025-08-24T03:00:00,,,,,,,,,,,,,19.073891818523407,
1282_19,GMD,5,2025-08-25T03:00:00,,,,,,,,,,,,,20.07638426167624,
1282_19,GMD,6,2025-08-26T03:00:00,,,,,,,,,,,,,20.659478679690874,
1282_19,GMD,7,2025-08-27T03:00:00,,,,,,,,,,,,,22.587386560928653,
1282_19,GMD,8,2025-08-28T03:00:00,,,,,,,,,,,,,23.31296670649415,
1282_19,GMD,9,2025-08-29T03:00:00,,,,,,,,,,,,,24.548053670013047,
1282_19,GMD,10,2025-08-30T03:00:00,,,,,,,,,,,,,26.792389119632453,
1282_19,GMD,11,2025-08-31T03:00:00,,,,,,,,,,,,,28.18560239967717,
1282_19,GMD,12,2025-09-01T03:00:00,,,,,,,,,,,,,29.98256948670749,
1282_19,GMD,13,2025-09-02T03:00:00,,,,,,,,,,,,,31.33372276437567,
1282_19,GMD,14,2025-09-03T03:00:00,,,,,,,,,,,,,33.93401907089281,
1282_19,GMD,15,2025-09-04T03:00:00,,,,,,,,,,,,,36.29947315417959,
1282_19,GMD,16,2025-09-05T03:00:00,,,,,,,,,,,,,37.70110186721906,
1282_19,GMD,17,2025-09-06T03:00:00,,,,,,,,,,,,,39.05167220870322,
1282_19,GMD,18,2025-09-07T03:00:00,,,,,,,,,,,,,41.86057423615287,
1282_19,GMD,19,2025-09-08T03:00:00,,,,,,,,,,,,,43.5310314182321,
1282_19,GMD,20,2025-09-09T03:00:00,,,,,,,,,,,,,45.24577081048295,
1282_19,GMD,21,2025-09-10T03:00:00,,,,,,,,,,,,,47.9486207812446,
1282_19,GMD,22,2025-09-11T03:00:00,,,,,,,,,,,,,49.30143066639072,
1282_19,GMD,23,2025-09-12T03:00:00,,,,,,,,,,,,,50.27643903131123,
1282_19,GMD,24,2025-09-13T03:00:00,,,,,,,,,,,,,51.97821977713187,
1282_19,GMD,25,2025-09-14T03:00:00,,,,,,,,,,,,,54.03784586041794,
1282_19,GMD,26,2025-09-15T03:00:00,,,,,,,,,,,,,54.36354026072707,
1282_19,GMD,27,2025-09-16T03:00:00,,,,,,,,,,,,,55.14154889230845,
1282_19,GMD,28,2025-09-17T03:00:00,,,,,,,,,,,,,55.23601669463683,
1282_19,GMD,29,2025-09-18T03:00:00,,,,,,,,,,,,,57.05370409067368,
1282_19,GMD,30,2025-09-19T03:00:00,,,,,,,,,,,,,59.56611419076913,
1282_19,GMD,31,2025-09-20T03:00:00,,,,,,,,,,,,,61.19145012691591,
1282_19,GMD,32,2025-09-21T03:00:00,,,,,,,,,,,,,60.919724574537724,
1282_19,GMD,33,2025-09-22T03:00:00,,,,,,,,,,,,,63.793125782088325,
1282_19,GMD,34,2025-09-23T03:00:00,,,,,,,,,,,,,63.73353281208113,
1282_19,GMD,35,2025-09-24T03:00:00,,,,,,,,,,,,,64.77278549627862,
1282_19,GMD,36,2025-09-25T03:00:00,,,,,,,,,,,,,67.21948489237003,
1282_19,GMD,37,2025-09-26T03:00:00,,,,,,,,,,,,,66.4728048890756,
1282_19,GMD,38,2025-09-27T03:00:00,,,,,,,,,,,,,66.33567889472765,
1282_19,GMD,39,2025-09-28T03:00:00,,,,,,,,,,,,,66.97539595301679,
1282_19,GMD,40,2025-09-29T03:00:00,,,,,,,,,,,,,68.17268069300789,
1282_19,GMD,41,2025-09-30T03:00:00,,,,,,,,,,,,,66.88116116135049,
1282_19,GMD,42,2025-10-01T03:00:00,,,,,,,,,,,,,,
1283_19,ConsumoRacao,42,2025-10-01T03:00:00,,,,,,,,,,8813.168,3539.482788085937,9668.301771308255,,
1283_19,ConsumoRacao,41,2025-09-30T03:00:00,,,,,,,,,,8601.313,4596.477783203125,9441.346330667217,,
1283_19,ConsumoRacao,40,2025-09-29T03:00:00,,,,,,,,,,8347.087,8057.1219482421875,9214.390890026178,,
1283_19,ConsumoRacao,39,2025-09-28T03:00:00,,,,,,,,,,8243.802,8779.167724609375,9071.437303056391,,
1283_19,ConsumoRacao,38,2025-09-27T03:00:00,,,,,,,,,,8166.96,9054.779296875,8942.666890874816,,
1283_19,ConsumoRacao,37,2025-09-26T03:00:00,,,,,,,,,,8044.872,7754.07177734375,8803.661706042565,,
1283_19,ConsumoRacao,36,2025-09-25T03:00:00,,,,,,,,,,7922.096,8847.7255859375,8673.326933719662,,
1283_19,ConsumoRacao,35,2025-09-24T03:00:00,,,,,,,,,,7827.491,8409.717163085938,8560.517280897853,,
1283_19,ConsumoRacao,34,2025-09-23T03:00:00,,,,,,,,,,7771.362,9321.0732421875,8419.409853190746,,
1283_19,ConsumoRacao,33,2025-09-22T03:00:00,,,,,,,,,,7668.18,8892.327514648438,8356.441143063548,,
1283_19,ConsumoRacao,32,2025-09-21T03:00:00,,,,,,,,,,7517.91,8028.953247070312,8243.33147596806,,
1283_19,ConsumoRacao,31,2025-09-20T03:00:00,,,,,,,,,,7417.639,7723.82958984375,8089.166998478588,,
1283_19,ConsumoRacao,30,2025-09-19T03:00:00,,,,,,,,,,7313.416,7109.96484375,7978.088856607733,,
1283_19,ConsumoRacao,29,2025-09-18T03:00:00,,,,,,,,,,7156.64,7172.38671875,7858.492452323468,,
1283_19,ConsumoRacao,28,2025-09-17T03:00:00,,,,,,,,,,6988.644,5384.6748046875,7678.822475653015,,
1283_19,ConsumoRacao,27,2025-09-16T03:00:00,,,,,,,,,,6727.2,,7495.042303433149,,
1283_19,ConsumoRacao,26,2025-09-15T03:00:00,,,,,,,,,,6488.928,,7241.16593912709,,
1283_19,ConsumoRacao,25,2025-09-14T03:00:00,,,,,,,,,,6180.755,,6959.69683347888,,
1283_19,ConsumoRacao,24,2025-09-13T03:00:00,,,,,,,,,,6004.95,,6626.515981843757,,
1283_19,ConsumoRacao,23,2025-09-12T03:00:00,,,,,,,,,,5786.88,,6451.28193050557,,
1283_19,ConsumoRacao,22,2025-09-11T03:00:00,,,,,,,,,,5569.194,,6208.752534621902,,
1283_19,ConsumoRacao,21,2025-09-10T03:00:00,,,,,,,,,,5350.946,2695.31884765625,5975.316785669379,,
1283_19,ConsumoRacao,20,2025-09-09T03:00:00,,,,,,,,,,5174.232,,5737.601547398723,,
1283_19,ConsumoRacao,19,2025-09-08T03:00:00,,,,,,,,,,4996.53,,5547.381783090229,,
1283_19,ConsumoRacao,18,2025-09-07T03:00:00,,,,,,,,,,4682.895,,5357.687043760675,,
1283_19,ConsumoRacao,17,2025-09-06T03:00:00,,,,,,,,,,4140.409,,5020.4956441741815,,
1283_19,ConsumoRacao,16,2025-09-05T03:00:00,,,,,,,,,,3871.41,,4440.166248320271,,
1283_19,ConsumoRacao,15,2025-09-04T03:00:00,,,,,,,,,,3554.616,,4149.77600394828,,
1283_19,ConsumoRacao,14,2025-09-03T03:00:00,,,,,,,,,,3373.956,,3809.868403705436,,
1283_19,ConsumoRacao,13,2025-09-02T03:00:00,,,,,,,,,,3284.208,,3616.076326581055,,
1283_19,ConsumoRacao,12,2025-09-01T03:00:00,,,,,,,,,,2920.704,,3520.041757576145,,
1283_19,ConsumoRacao,11,2025-08-31T03:00:00,,,,,,,,,,2601.993,,3129.817477719,,
1283_19,ConsumoRacao,10,2025-08-30T03:00:00,,,,,,,,,,2283.25,,2788.470880442041,,
1283_19,ConsumoRacao,9,2025-08-29T03:00:00,,,,,,,,,,1964.498,,2447.152141633353,,
1283_19,ConsumoRacao,8,2025-08-28T03:00:00,,,,,,,,,,1691.159,,2105.518387837301,,
1283_19,ConsumoRacao,7,2025-08-27T03:00:00,,,,,,,,,,1600.97,,1814.7777696528349,,
1283_19,ConsumoRacao,6,2025-08-26T03:00:00,,,,,,,,,,1419.304,,1719.0817881853634,,
1283_19,ConsumoRacao,5,2025-08-25T03:00:00,,,,,,,,,,1237.896,,1523.4124788913853,,
1283_19,ConsumoRacao,4,2025-08-24T03:00:00,,,,,,,,,,1055.056,,1326.843126776368,,
1283_19,ConsumoRacao,3,2025-08-23T03:00:00,,,,,,,,,,963.879,,1130.9391634611902,,
1283_19,ConsumoRacao,2,2025-08-22T03:00:00,,,,,,,,,,780.844,,1034.0816981627584,,
1283_19,ConsumoRacao,1,2025-08-21T03:00:00,,,,,,,,,,597.545,,837.1137556555664,,
1283_19,ConsumoRacao,0,2025-08-20T03:00:00,,,,,,,,,,0.0,,640.5219024700228,,
1282_19,ConsumoRacao,42,2025-10-01T03:00:00,,,,,,,,,,8907.392,168.0,9161.112761152142,,
1282_19,ConsumoRacao,41,2025-09-30T03:00:00,,,,,,,,,,8693.272,5094.0,8946.063165819933,,
1282_19,ConsumoRacao,40,2025-09-29T03:00:00,,,,,,,,,,8436.328,8395.0,8814.212690834298,,
1282_19,ConsumoRacao,39,2025-09-28T03:00:00,,,,,,,,,,8343.776,8385.0,8610.29126916189,,
1282_19,ConsumoRacao,38,2025-09-27T03:00:00,,,,,,,,,,8268.42,8343.0,8488.196781049697,,
1282_19,ConsumoRacao,37,2025-09-26T03:00:00,,,,,,,,,,8144.94,7418.0,8356.255898442707,,
1282_19,ConsumoRacao,36,2025-09-25T03:00:00,,,,,,,,,,8023.106,8251.0,8235.079549951843,,
1282_19,ConsumoRacao,35,2025-09-24T03:00:00,,,,,,,,,,7931.132,9137.0,8128.916893780834,,
1282_19,ConsumoRacao,34,2025-09-23T03:00:00,,,,,,,,,,7871.367,9259.0,7994.923758169062,,
1282_19,ConsumoRacao,33,2025-09-22T03:00:00,,,,,,,,,,7773.102,6675.0,7941.51093547192,,
1282_19,ConsumoRacao,32,2025-09-21T03:00:00,,,,,,,,,,7621.1,8493.0,7834.350781878617,,
1282_19,ConsumoRacao,31,2025-09-20T03:00:00,,,,,,,,,,7509.99,6808.0,7678.158557107436,,
1282_19,ConsumoRacao,30,2025-09-19T03:00:00,,,,,,,,,,7394.924,7899.0,7562.960161446456,,
1282_19,ConsumoRacao,29,2025-09-18T03:00:00,,,,,,,,,,7225.92,7675.0,7438.795338805211,,
1282_19,ConsumoRacao,28,2025-09-17T03:00:00,,,,,,,,,,7054.32,7005.0,7266.683336442358,,
1282_19,ConsumoRacao,27,2025-09-16T03:00:00,,,,,,,,,,6788.1,6979.0,7090.344275516548,,
1282_19,ConsumoRacao,26,2025-09-15T03:00:00,,,,,,,,,,6522.624,5559.0,6823.967259953141,,
1282_19,ConsumoRacao,25,2025-09-14T03:00:00,,,,,,,,,,6210.347,6702.0,6556.071396350953,,
1282_19,ConsumoRacao,24,2025-09-13T03:00:00,,,,,,,,,,6034.343,6429.0,6242.878300862016,,
1282_19,ConsumoRacao,23,2025-09-12T03:00:00,,,,,,,,,,5810.56,6836.0,6067.551805295393,,
1282_19,ConsumoRacao,22,2025-09-11T03:00:00,,,,,,,,,,5587.029,6463.0,5839.448353968499,,
1282_19,ConsumoRacao,21,2025-09-10T03:00:00,,,,,,,,,,5362.038,5314.0,5613.568930126962,,
1282_19,ConsumoRacao,20,2025-09-09T03:00:00,,,,,,,,,,5182.554,4943.0,5387.745759916492,,
1282_19,ConsumoRacao,19,2025-09-08T03:00:00,,,,,,,,,,5003.13,5078.0,5207.629669476252,,
1282_19,ConsumoRacao,18,2025-09-07T03:00:00,,,,,,,,,,4688.148,5967.0,5028.552262152481,,
1282_19,ConsumoRacao,17,2025-09-06T03:00:00,,,,,,,,,,4144.504,3962.0,4711.450543833584,,
1282_19,ConsumoRacao,16,2025-09-05T03:00:00,,,,,,,,,,3873.875,4810.0,4165.377461022775,,
1282_19,ConsumoRacao,15,2025-09-04T03:00:00,,,,,,,,,,3557.892,4001.0,3894.067202920708,,
1282_19,ConsumoRacao,14,2025-09-03T03:00:00,,,,,,,,,,3376.028,4384.0,3574.0061417960906,,
1282_19,ConsumoRacao,13,2025-09-02T03:00:00,,,,,,,,,,3285.432,3614.0,3391.392791948172,,
1282_19,ConsumoRacao,12,2025-09-01T03:00:00,,,,,,,,,,2921.28,3461.0,3300.746092660111,,
1282_19,ConsumoRacao,11,2025-08-31T03:00:00,,,,,,,,,,2602.62,3449.0,2934.9608747701186,,
1282_19,ConsumoRacao,10,2025-08-30T03:00:00,,,,,,,,,,2283.85,3374.11,2614.922917815404,,
1282_19,ConsumoRacao,9,2025-08-29T03:00:00,,,,,,,,,,1964.799,2960.78,2294.595656472349,,
1282_19,ConsumoRacao,8,2025-08-28T03:00:00,,,,,,,,,,1691.233,2547.16,1974.0433806050307,,
1282_19,ConsumoRacao,7,2025-08-27T03:00:00,,,,,,,,,,1600.48,2192.66,1699.301651007939,,
1282_19,ConsumoRacao,6,2025-08-26T03:00:00,,,,,,,,,,1418.467,2075.45,1610.5414574188412,,
1282_19,ConsumoRacao,5,2025-08-25T03:00:00,,,,,,,,,,1237.032,1840.63,1427.4137886583192,,
1282_19,ConsumoRacao,4,2025-08-24T03:00:00,,,,,,,,,,1054.458,1604.17,1243.2313643153104,,
1282_19,ConsumoRacao,3,2025-08-23T03:00:00,,,,,,,,,,963.543,1367.62,1059.903794258679,,
1282_19,ConsumoRacao,2,2025-08-22T03:00:00,,,,,,,,,,780.776,1249.92,969.468046087116,,
1282_19,ConsumoRacao,1,2025-08-21T03:00:00,,,,,,,,,,597.545,1012.66,784.8074658800463,,
1282_19,ConsumoRacao,0,2025-08-20T03:00:00,,,,,,,,,,0.0,774.84,600.4994753962651,,
1283_19,ConsumoEnergia,42,2025-10-01T03:00:00,466.081,281.901,,,,,,,,,,,,
1283_19,ConsumoEnergia,41,2025-09-30T03:00:00,466.081,266.75,,,,,,,,,,,,
1283_19,ConsumoEnergia,40,2025-09-29T03:00:00,466.081,300.807,,,,,,,,,,,,
1283_19,ConsumoEnergia,39,2025-09-28T03:00:00,469.854,281.423,,,,,,,,,,,,
1283_19,ConsumoEnergia,38,2025-09-27T03:00:00,472.824,260.966,,,,,,,,,,,,
1283_19,ConsumoEnergia,37,2025-09-26T03:00:00,432.52,219.16,,,,,,,,,,,,
1283_19,ConsumoEnergia,36,2025-09-25T03:00:00,435.28,205.394,,,,,,,,,,,,
1283_19,ConsumoEnergia,35,2025-09-24T03:00:00,393.561,221.476,,,,,,,,,,,,
1283_19,ConsumoEnergia,34,2025-09-23T03:00:00,395.154,179.584,,,,,,,,,,,,
1283_19,ConsumoEnergia,33,2025-09-22T03:00:00,396.63,141.081,,,,,,,,,,,,
1283_19,ConsumoEnergia,32,2025-09-21T03:00:00,398.007,254.142,,,,,,,,,,,,
1283_19,ConsumoEnergia,31,2025-09-20T03:00:00,399.753,216.48,,,,,,,,,,,,
1283_19,ConsumoEnergia,30,2025-09-19T03:00:00,401.346,201.63,,,,,,,,,,,,
1283_19,ConsumoEnergia,29,2025-09-18T03:00:00,357.832,185.226,,,,,,,,,,,,
1283_19,ConsumoEnergia,28,2025-09-17T03:00:00,358.392,195.028,,,,,,,,,,,,
1283_19,ConsumoEnergia,27,2025-09-16T03:00:00,358.784,180.239,,,,,,,,,,,,
1283_19,ConsumoEnergia,26,2025-09-15T03:00:00,315.434,212.27,,,,,,,,,,,,
1283_19,ConsumoEnergia,25,2025-09-14T03:00:00,315.805,197.413,,,,,,,,,,,,
1283_19,ConsumoEnergia,24,2025-09-13T03:00:00,316.05,156.888,,,,,,,,,,,,
1283_19,ConsumoEnergia,23,2025-09-12T03:00:00,271.26,189.13,,,,,,,,,,,,
1283_19,ConsumoEnergia,22,2025-09-11T03:00:00,271.668,141.875,,,,,,,,,,,,
1283_19,ConsumoEnergia,21,2025-09-10T03:00:00,272.082,128.896,,,,,,,,,,,,
1283_19,ConsumoEnergia,20,2025-09-09T03:00:00,226.94,99.454,,,,,,,,,,,,
1283_19,ConsumoEnergia,19,2025-09-08T03:00:00,227.115,183.727,,,,,,,,,,,,
1283_19,ConsumoEnergia,18,2025-09-07T03:00:00,181.86,121.14,,,,,,,,,,,,
1283_19,ConsumoEnergia,17,2025-09-06T03:00:00,181.996,138.357,,,,,,,,,,,,
1283_19,ConsumoEnergia,16,2025-09-05T03:00:00,182.184,173.239,,,,,,,,,,,,
1283_19,ConsumoEnergia,15,2025-09-04T03:00:00,136.716,140.401,,,,,,,,,,,,
1283_19,ConsumoEnergia,14,2025-09-03T03:00:00,136.782,184.004,,,,,,,,,,,,
1283_19,ConsumoEnergia,13,2025-09-02T03:00:00,136.842,177.562,,,,,,,,,,,,
1283_19,ConsumoEnergia,12,2025-09-01T03:00:00,136.908,171.605,,,,,,,,,,,,
1283_19,ConsumoEnergia,11,2025-08-31T03:00:00,136.947,174.575,,,,,,,,,,,,
1283_19,ConsumoEnergia,10,2025-08-30T03:00:00,136.995,170.687,,,,,,,,,,,,
1283_19,ConsumoEnergia,9,2025-08-29T03:00:00,137.058,147.646,,,,,,,,,,,,
1283_19,ConsumoEnergia,8,2025-08-28T03:00:00,137.121,150.792,,,,,,,,,,,,
1283_19,ConsumoEnergia,7,2025-08-27T03:00:00,137.226,130.568,,,,,,,,,,,,
1283_19,ConsumoEnergia,6,2025-08-26T03:00:00,137.352,117.454,,,,,,,,,,,,
1283_19,ConsumoEnergia,5,2025-08-25T03:00:00,91.696,111.385,,,,,,,,,,,,
1283_19,ConsumoEnergia,4,2025-08-24T03:00:00,91.744,105.857,,,,,,,,,,,,
1283_19,ConsumoEnergia,3,2025-08-23T03:00:00,91.798,133.924,,,,,,,,,,,,
1283_19,ConsumoEnergia,2,2025-08-22T03:00:00,91.864,131.877,,,,,,,,,,,,
1283_19,ConsumoEnergia,1,2025-08-21T03:00:00,91.93,194.563,,,,,,,,,,,,
1283_19,ConsumoEnergia,0,2025-08-20T03:00:00,0.0,129.684,,,,,,,,,,,,
1282_19,ConsumoEnergia,42,2025-10-01T03:00:00,471.064,217.854,,,,,,,,,,,,
1282_19,ConsumoEnergia,41,2025-09-30T03:00:00,471.064,441.291,,,,,,,,,,,,
1282_19,ConsumoEnergia,40,2025-09-29T03:00:00,471.064,449.141,,,,,,,,,,,,
1282_19,ConsumoEnergia,39,2025-09-28T03:00:00,475.552,409.938,,,,,,,,,,,,
1282_19,ConsumoEnergia,38,2025-09-27T03:00:00,478.698,362.564,,,,,,,,,,,,
1282_19,ConsumoEnergia,37,2025-09-26T03:00:00,437.9,326.697,,,,,,,,,,,,
1282_19,ConsumoEnergia,36,2025-09-25T03:00:00,440.83,305.84,,,,,,,,,,,,
1282_19,ConsumoEnergia,35,2025-09-24T03:00:00,398.772,315.799,,,,,,,,,,,,
1282_19,ConsumoEnergia,34,2025-09-23T03:00:00,400.239,257.302,,,,,,,,,,,,
1282_19,ConsumoEnergia,33,2025-09-22T03:00:00,402.057,215.01,,,,,,,,,,,,
1282_19,ConsumoEnergia,32,2025-09-21T03:00:00,403.47,382.866,,,,,,,,,,,,
1282_19,ConsumoEnergia,31,2025-09-20T03:00:00,404.73,317.79,,,,,,,,,,,,
1282_19,ConsumoEnergia,30,2025-09-19T03:00:00,405.819,313.142,,,,,,,,,,,,
1282_19,ConsumoEnergia,29,2025-09-18T03:00:00,361.296,275.121,,,,,,,,,,,,
1282_19,ConsumoEnergia,28,2025-09-17T03:00:00,361.76,297.61,,,,,,,,,,,,
1282_19,ConsumoEnergia,27,2025-09-16T03:00:00,362.032,269.651,,,,,,,,,,,,
